addr,bank,kind,canonical_addr,canonical_bank,covering_addr,covering_bank,evidence_count,source_flags_hex,source_flags
FF96,7,standalone,FF96,7,FCFD,7,169,0x23,control|ptr_scan|xbank
DC80,7,standalone,DC80,7,CD7D,7,2,0x03,control|ptr_scan
E603,7,standalone,E603,7,E603,7,1,0x01,control
D269,7,standalone,D269,7,C3ED,7,38,0x23,control|ptr_scan|xbank
DE39,7,standalone,DE39,7,D0F5,7,46,0x03,control|ptr_scan
9E39,0,standalone,9E39,0,9E39,0,4,0x20,xbank
BE39,0,standalone,BE39,0,BE39,0,4,0x20,xbank
9E39,1,standalone,9E39,1,9E39,1,4,0x20,xbank
BE39,1,standalone,BE39,1,BE39,1,4,0x20,xbank
9E39,2,standalone,9E39,2,9E39,2,4,0x20,xbank
BE39,2,standalone,BE39,2,BE39,2,4,0x20,xbank
9E39,3,standalone,9E39,3,9E39,3,4,0x20,xbank
BE39,3,standalone,BE39,3,BE39,3,4,0x20,xbank
9E39,4,standalone,9E39,4,9E39,4,4,0x20,xbank
BE39,4,secondary,B0C6,4,B0C6,4,4,0x20,xbank
9E39,5,standalone,9E39,5,9483,5,8,0x25,control|table_run|xbank
BE39,5,secondary,BCC4,5,BCC4,5,4,0x20,xbank
9E39,6,standalone,9E39,6,9E39,6,4,0x20,xbank
BE39,6,standalone,BE39,6,BE39,6,4,0x20,xbank
E12F,7,standalone,E12F,7,E12F,7,46,0x03,control|ptr_scan
DCCE,7,standalone,DCCE,7,CD7D,7,46,0x03,control|ptr_scan
9CCE,0,standalone,9CCE,0,9CCE,0,4,0x20,xbank
BCCE,0,standalone,BCCE,0,BCCE,0,4,0x20,xbank
9CCE,1,standalone,9CCE,1,9CCE,1,4,0x20,xbank
BCCE,1,standalone,BCCE,1,BCCE,1,4,0x20,xbank
9CCE,2,standalone,9CCE,2,9CCE,2,4,0x20,xbank
BCCE,2,standalone,BCCE,2,BCCE,2,4,0x20,xbank
9CCE,3,standalone,9CCE,3,9CCE,3,4,0x20,xbank
BCCE,3,standalone,BCCE,3,BCCE,3,4,0x20,xbank
9CCE,4,standalone,9CCE,4,9CCE,4,4,0x20,xbank
BCCE,4,standalone,BCCE,4,BCCE,4,4,0x20,xbank
9CCE,5,secondary,9483,5,9483,5,4,0x20,xbank
BCCE,5,standalone,BCCE,5,BCCE,5,4,0x20,xbank
9CCE,6,standalone,9CCE,6,9CCE,6,4,0x20,xbank
BCCE,6,standalone,BCCE,6,BCCE,6,4,0x20,xbank
CB25,7,standalone,CB25,7,C004,7,48,0x03,control|ptr_scan
8B25,0,standalone,8B25,0,8B25,0,6,0x20,xbank
AB25,0,standalone,AB25,0,AB25,0,6,0x20,xbank
8B25,1,standalone,8B25,1,8B25,1,6,0x20,xbank
AB25,1,standalone,AB25,1,AB25,1,6,0x20,xbank
8B25,2,standalone,8B25,2,8B25,2,6,0x20,xbank
AB25,2,standalone,AB25,2,AB25,2,6,0x20,xbank
8B25,3,standalone,8B25,3,8B25,3,6,0x20,xbank
AB25,3,standalone,AB25,3,AB25,3,6,0x20,xbank
8B25,4,standalone,8B25,4,8B25,4,6,0x20,xbank
AB25,4,standalone,AB25,4,AB25,4,6,0x20,xbank
8B25,5,standalone,8B25,5,8B25,5,6,0x20,xbank
AB25,5,standalone,AB25,5,AB25,5,6,0x20,xbank
8B25,6,standalone,8B25,6,8B25,6,6,0x20,xbank
AB25,6,standalone,AB25,6,AB25,6,6,0x20,xbank
EE11,7,standalone,EE11,7,EE11,7,56,0x03,control|ptr_scan
D2F6,7,standalone,D2F6,7,C3ED,7,197,0x23,control|ptr_scan|xbank
E1B9,7,standalone,E1B9,7,D191,7,251,0x23,control|ptr_scan|xbank
E5D1,7,standalone,E5D1,7,E5D1,7,1207,0x23,control|ptr_scan|xbank
CFBF,7,standalone,CFBF,7,C004,7,204,0x23,control|ptr_scan|xbank
D406,7,standalone,D406,7,C496,7,204,0x23,control|ptr_scan|xbank
BE0B,0,standalone,BE0B,0,BE0B,0,2,0x20,xbank
BEAF,4,standalone,BEAF,4,BEAF,4,104,0x25,control|table_run|xbank
BE6B,4,standalone,BE6B,4,BE6B,4,105,0x25,control|table_run|xbank
BE83,4,standalone,BE83,4,BE83,4,206,0x25,control|table_run|xbank
BEE6,4,standalone,BEE6,4,BEE6,4,108,0x25,control|table_run|xbank
BEBE,4,standalone,BEBE,4,BEBE,4,111,0x25,control|table_run|xbank
BEDD,4,standalone,BEDD,4,BEDD,4,113,0x25,control|table_run|xbank
BEF6,4,standalone,BEF6,4,BEF6,4,115,0x25,control|table_run|xbank
BEFC,4,standalone,BEFC,4,BEFC,4,115,0x25,control|table_run|xbank
BF20,4,standalone,BF20,4,BF20,4,117,0x25,control|table_run|xbank
BF75,4,standalone,BF75,4,BF75,4,115,0x25,control|table_run|xbank
BF24,4,standalone,BF24,4,BF24,4,115,0x25,control|table_run|xbank
BF3D,4,standalone,BF3D,4,BF3D,4,114,0x25,control|table_run|xbank
BF4A,4,standalone,BF4A,4,BF4A,4,113,0x25,control|table_run|xbank
BF5E,4,standalone,BF5E,4,BF5E,4,110,0x25,control|table_run|xbank
C004,7,standalone,C004,7,C004,7,110,0x25,control|table_run|xbank
BF92,4,standalone,BF92,4,BF92,4,110,0x25,control|table_run|xbank
BFA2,4,standalone,BFA2,4,BFA2,4,111,0x25,control|table_run|xbank
BFC7,4,standalone,BFC7,4,BFC7,4,110,0x25,control|table_run|xbank
BFD2,4,standalone,BFD2,4,BFD2,4,109,0x25,control|table_run|xbank
BFE0,4,standalone,BFE0,4,BFE0,4,109,0x25,control|table_run|xbank
BFFE,4,standalone,BFFE,4,BFFE,4,107,0x25,control|table_run|xbank
C008,7,standalone,C008,7,C008,7,112,0x27,control|ptr_scan|table_run|xbank
C020,7,standalone,C020,7,C020,7,170,0x27,control|ptr_scan|table_run|xbank
C1B3,7,standalone,C1B3,7,C1B3,7,159,0x27,control|ptr_scan|table_run|xbank
C1DD,7,standalone,C1DD,7,C1DD,7,152,0x27,control|ptr_scan|table_run|xbank
C1DF,7,standalone,C1DF,7,C1DF,7,151,0x27,control|ptr_scan|table_run|xbank
C293,7,standalone,C293,7,C293,7,141,0x27,control|ptr_scan|table_run|xbank
C313,7,standalone,C313,7,C313,7,131,0x27,control|ptr_scan|table_run|xbank
C3ED,7,standalone,C3ED,7,C3ED,7,125,0x27,control|ptr_scan|table_run|xbank
C400,7,standalone,C400,7,C400,7,124,0x27,control|ptr_scan|table_run|xbank
C496,7,standalone,C496,7,C496,7,127,0x27,control|ptr_scan|table_run|xbank
C47B,7,standalone,C47B,7,C47B,7,130,0x27,control|ptr_scan|table_run|xbank
C555,7,standalone,C555,7,C555,7,131,0x27,control|ptr_scan|table_run|xbank
C56C,7,standalone,C56C,7,C56C,7,133,0x27,control|ptr_scan|table_run|xbank
C5F4,7,standalone,C5F4,7,C5F4,7,134,0x27,control|ptr_scan|table_run|xbank
C647,7,standalone,C647,7,C647,7,135,0x27,control|ptr_scan|table_run|xbank
C693,7,standalone,C693,7,C693,7,136,0x27,control|ptr_scan|table_run|xbank
C697,7,standalone,C697,7,C697,7,134,0x27,control|ptr_scan|table_run|xbank
C73B,7,standalone,C73B,7,C73B,7,129,0x27,control|ptr_scan|table_run|xbank
C744,7,standalone,C744,7,C744,7,129,0x27,control|ptr_scan|table_run|xbank
C746,7,standalone,C746,7,C744,7,130,0x27,control|ptr_scan|table_run|xbank
C756,7,standalone,C756,7,C756,7,132,0x27,control|ptr_scan|table_run|xbank
C75C,7,standalone,C75C,7,C75C,7,134,0x27,control|ptr_scan|table_run|xbank
C7D4,7,standalone,C7D4,7,C7D4,7,134,0x27,control|ptr_scan|table_run|xbank
C836,7,standalone,C836,7,C836,7,140,0x27,control|ptr_scan|table_run|xbank
C852,7,standalone,C852,7,C852,7,156,0x27,control|ptr_scan|table_run|xbank
C915,7,standalone,C915,7,C915,7,345,0x27,control|ptr_scan|table_run|xbank
C920,7,standalone,C920,7,C920,7,187,0x27,control|ptr_scan|table_run|xbank
CA16,7,standalone,CA16,7,CA16,7,187,0x27,control|ptr_scan|table_run|xbank
CA32,7,standalone,CA32,7,CA32,7,203,0x27,control|ptr_scan|table_run|xbank
CAF5,7,standalone,CAF5,7,CAF5,7,209,0x27,control|ptr_scan|table_run|xbank
D394,7,standalone,D394,7,C3ED,7,657,0x27,control|ptr_scan|table_run|xbank
9394,0,standalone,9394,0,9394,0,210,0x20,xbank
B394,0,standalone,B394,0,B394,0,210,0x20,xbank
9394,1,standalone,9394,1,9394,1,210,0x20,xbank
B394,1,standalone,B394,1,B394,1,210,0x20,xbank
9394,2,standalone,9394,2,9394,2,210,0x20,xbank
B394,2,standalone,B394,2,B394,2,210,0x20,xbank
9394,3,standalone,9394,3,9394,3,210,0x20,xbank
B394,3,standalone,B394,3,B394,3,210,0x20,xbank
9394,4,standalone,9394,4,9394,4,210,0x20,xbank
B394,4,standalone,B394,4,B394,4,210,0x20,xbank
9394,5,secondary,9366,5,9366,5,210,0x20,xbank
B394,5,standalone,B394,5,B394,5,210,0x20,xbank
9394,6,standalone,9394,6,9394,6,210,0x20,xbank
B394,6,standalone,B394,6,B394,6,210,0x20,xbank
D3D0,7,standalone,D3D0,7,C3ED,7,1001,0x27,control|ptr_scan|table_run|xbank
93D0,0,standalone,93D0,0,93D0,0,313,0x20,xbank
B3D0,0,standalone,B3D0,0,B3D0,0,313,0x20,xbank
93D0,1,standalone,93D0,1,93D0,1,313,0x20,xbank
B3D0,1,standalone,B3D0,1,B3D0,1,313,0x20,xbank
93D0,2,standalone,93D0,2,93D0,2,313,0x20,xbank
B3D0,2,standalone,B3D0,2,B3D0,2,313,0x20,xbank
93D0,3,standalone,93D0,3,93D0,3,313,0x20,xbank
B3D0,3,standalone,B3D0,3,B3D0,3,313,0x20,xbank
93D0,4,standalone,93D0,4,93D0,4,313,0x20,xbank
B3D0,4,secondary,B0C6,4,B0C6,4,313,0x20,xbank
93D0,5,standalone,93D0,5,93D0,5,313,0x20,xbank
B3D0,5,standalone,B3D0,5,B366,5,313,0x20,xbank
93D0,6,standalone,93D0,6,93D0,6,313,0x20,xbank
B3D0,6,standalone,B3D0,6,B3D0,6,313,0x20,xbank
D341,7,standalone,D341,7,D341,7,986,0x27,control|ptr_scan|table_run|xbank
9341,0,standalone,9341,0,9341,0,266,0x20,xbank
B341,0,standalone,B341,0,B341,0,266,0x20,xbank
9341,1,standalone,9341,1,9341,1,266,0x20,xbank
B341,1,standalone,B341,1,B341,1,266,0x20,xbank
9341,2,standalone,9341,2,9341,2,266,0x20,xbank
B341,2,standalone,B341,2,B341,2,266,0x20,xbank
9341,3,standalone,9341,3,9341,3,266,0x20,xbank
B341,3,standalone,B341,3,B341,3,266,0x20,xbank
9341,4,standalone,9341,4,9341,4,266,0x20,xbank
B341,4,standalone,B341,4,B341,4,266,0x20,xbank
9341,5,secondary,92FB,5,92FB,5,266,0x20,xbank
B341,5,secondary,B212,5,B212,5,266,0x20,xbank
9341,6,standalone,9341,6,9341,6,266,0x20,xbank
B341,6,standalone,B341,6,B341,6,266,0x20,xbank
D377,7,standalone,D377,7,C3ED,7,512,0x27,control|ptr_scan|table_run|xbank
9377,0,standalone,9377,0,9377,0,257,0x20,xbank
B377,0,standalone,B377,0,B377,0,257,0x20,xbank
9377,1,standalone,9377,1,9377,1,257,0x20,xbank
B377,1,standalone,B377,1,B377,1,257,0x20,xbank
9377,2,standalone,9377,2,9377,2,257,0x20,xbank
B377,2,standalone,B377,2,B377,2,257,0x20,xbank
9377,3,standalone,9377,3,9377,3,257,0x20,xbank
B377,3,standalone,B377,3,B377,3,257,0x20,xbank
9377,4,standalone,9377,4,9377,4,257,0x20,xbank
B377,4,standalone,B377,4,B377,4,257,0x20,xbank
9377,5,secondary,9366,5,9366,5,257,0x20,xbank
B377,5,standalone,B377,5,B377,5,257,0x20,xbank
9377,6,standalone,9377,6,9377,6,257,0x20,xbank
B377,6,standalone,B377,6,B377,6,257,0x20,xbank
D36F,7,standalone,D36F,7,C3ED,7,372,0x27,control|ptr_scan|table_run|xbank
936F,0,standalone,936F,0,936F,0,201,0x20,xbank
B36F,0,standalone,B36F,0,B36F,0,201,0x20,xbank
936F,1,standalone,936F,1,936F,1,201,0x20,xbank
B36F,1,standalone,B36F,1,B36F,1,201,0x20,xbank
936F,2,standalone,936F,2,936F,2,201,0x20,xbank
B36F,2,standalone,B36F,2,B36F,2,201,0x20,xbank
936F,3,standalone,936F,3,936F,3,201,0x20,xbank
B36F,3,standalone,B36F,3,B36F,3,201,0x20,xbank
936F,4,standalone,936F,4,936F,4,201,0x20,xbank
B36F,4,secondary,B0C6,4,B0C6,4,201,0x20,xbank
936F,5,secondary,9366,5,9366,5,201,0x20,xbank
B36F,5,standalone,B36F,5,B36F,5,201,0x20,xbank
936F,6,standalone,936F,6,936F,6,201,0x20,xbank
B36F,6,standalone,B36F,6,B36F,6,201,0x20,xbank
D5E5,7,standalone,D5E5,7,C697,7,364,0x27,control|ptr_scan|table_run|xbank
95E5,0,standalone,95E5,0,95E5,0,203,0x20,xbank
B5E5,0,standalone,B5E5,0,B5E5,0,203,0x20,xbank
95E5,1,standalone,95E5,1,95E5,1,203,0x20,xbank
B5E5,1,standalone,B5E5,1,B5E5,1,203,0x20,xbank
95E5,2,standalone,95E5,2,95E5,2,203,0x20,xbank
B5E5,2,standalone,B5E5,2,B5E5,2,203,0x20,xbank
95E5,3,standalone,95E5,3,95E5,3,203,0x20,xbank
B5E5,3,standalone,B5E5,3,B5E5,3,203,0x20,xbank
95E5,4,standalone,95E5,4,95E5,4,203,0x20,xbank
B5E5,4,standalone,B5E5,4,B5E5,4,203,0x20,xbank
95E5,5,secondary,8594,5,8594,5,203,0x20,xbank
B5E5,5,standalone,B5E5,5,B5E5,5,203,0x20,xbank
95E5,6,standalone,95E5,6,95E5,6,203,0x20,xbank
B5E5,6,standalone,B5E5,6,B5E5,6,203,0x20,xbank
D77C,7,standalone,D77C,7,C7D4,7,198,0x27,control|ptr_scan|table_run|xbank
977C,0,standalone,977C,0,977C,0,198,0x20,xbank
B77C,0,standalone,B77C,0,B77C,0,198,0x20,xbank
977C,1,standalone,977C,1,977C,1,204,0x20,xbank
B77C,1,standalone,B77C,1,B77C,1,198,0x20,xbank
977C,2,standalone,977C,2,977C,2,198,0x20,xbank
B77C,2,standalone,B77C,2,B77C,2,198,0x20,xbank
977C,3,standalone,977C,3,977C,3,198,0x20,xbank
B77C,3,standalone,B77C,3,B77C,3,198,0x20,xbank
977C,4,standalone,977C,4,977C,4,198,0x20,xbank
B77C,4,secondary,B0C6,4,B0C6,4,198,0x20,xbank
977C,5,standalone,977C,5,977C,5,198,0x20,xbank
B77C,5,standalone,B77C,5,B77C,5,198,0x20,xbank
977C,6,standalone,977C,6,977C,6,198,0x20,xbank
B77C,6,standalone,B77C,6,B77C,6,198,0x20,xbank
CF72,7,standalone,CF72,7,C004,7,400,0x27,control|ptr_scan|table_run|xbank
8F72,0,standalone,8F72,0,8F72,0,400,0x20,xbank
AF72,0,standalone,AF72,0,AF72,0,400,0x20,xbank
8F72,1,standalone,8F72,1,8F72,1,400,0x20,xbank
AF72,1,standalone,AF72,1,AF72,1,400,0x20,xbank
8F72,2,standalone,8F72,2,8F72,2,400,0x20,xbank
AF72,2,standalone,AF72,2,AF72,2,400,0x20,xbank
8F72,3,standalone,8F72,3,8F72,3,400,0x20,xbank
AF72,3,standalone,AF72,3,AF72,3,400,0x20,xbank
8F72,4,standalone,8F72,4,8F72,4,400,0x20,xbank
AF72,4,standalone,AF72,4,AF72,4,400,0x20,xbank
8F72,5,standalone,8F72,5,8F72,5,400,0x20,xbank
AF72,5,standalone,AF72,5,AF72,5,400,0x20,xbank
8F72,6,standalone,8F72,6,8F72,6,400,0x20,xbank
AF72,6,standalone,AF72,6,AF72,6,400,0x20,xbank
CFF3,7,standalone,CFF3,7,C004,7,363,0x27,control|ptr_scan|table_run|xbank
8FF3,0,standalone,8FF3,0,8FF3,0,363,0x20,xbank
AFF3,0,standalone,AFF3,0,AFF3,0,363,0x20,xbank
8FF3,1,standalone,8FF3,1,8FF3,1,363,0x20,xbank
AFF3,1,standalone,AFF3,1,AFF3,1,363,0x20,xbank
8FF3,2,standalone,8FF3,2,8FF3,2,363,0x20,xbank
AFF3,2,standalone,AFF3,2,AFF3,2,363,0x20,xbank
8FF3,3,standalone,8FF3,3,8FF3,3,363,0x20,xbank
AFF3,3,standalone,AFF3,3,AFF3,3,363,0x20,xbank
8FF3,4,standalone,8FF3,4,8FF3,4,363,0x20,xbank
AFF3,4,standalone,AFF3,4,AFF3,4,363,0x20,xbank
8FF3,5,standalone,8FF3,5,8FF3,5,363,0x20,xbank
AFF3,5,secondary,AFF1,5,AFF1,5,363,0x20,xbank
8FF3,6,standalone,8FF3,6,8FF3,6,363,0x20,xbank
AFF3,6,standalone,AFF3,6,AFF3,6,363,0x20,xbank
CFE4,7,standalone,CFE4,7,C004,7,201,0x27,control|ptr_scan|table_run|xbank
8FE4,0,standalone,8FE4,0,8FE4,0,201,0x20,xbank
AFE4,0,standalone,AFE4,0,AFE4,0,201,0x20,xbank
8FE4,1,standalone,8FE4,1,8FE4,1,201,0x20,xbank
AFE4,1,standalone,AFE4,1,AFE4,1,201,0x20,xbank
8FE4,2,standalone,8FE4,2,8FE4,2,201,0x20,xbank
AFE4,2,standalone,AFE4,2,AFE4,2,201,0x20,xbank
8FE4,3,standalone,8FE4,3,8FE4,3,201,0x20,xbank
AFE4,3,standalone,AFE4,3,AFE4,3,201,0x20,xbank
8FE4,4,standalone,8FE4,4,8FE4,4,201,0x20,xbank
AFE4,4,standalone,AFE4,4,AFE4,4,201,0x20,xbank
8FE4,5,secondary,8FC2,5,8FC2,5,201,0x20,xbank
AFE4,5,standalone,AFE4,5,AFE4,5,201,0x20,xbank
8FE4,6,standalone,8FE4,6,8FE4,6,201,0x20,xbank
AFE4,6,standalone,AFE4,6,AFE4,6,201,0x20,xbank
CD30,7,standalone,CD30,7,C004,7,402,0x27,control|ptr_scan|table_run|xbank
8D30,0,standalone,8D30,0,8D30,0,402,0x20,xbank
AD30,0,standalone,AD30,0,AD30,0,402,0x20,xbank
8D30,1,standalone,8D30,1,8D30,1,402,0x20,xbank
AD30,1,standalone,AD30,1,AD30,1,402,0x20,xbank
8D30,2,standalone,8D30,2,8D30,2,402,0x20,xbank
AD30,2,standalone,AD30,2,AD30,2,402,0x20,xbank
8D30,3,standalone,8D30,3,8D30,3,402,0x20,xbank
AD30,3,standalone,AD30,3,AD30,3,402,0x20,xbank
8D30,4,standalone,8D30,4,8D30,4,402,0x20,xbank
AD30,4,standalone,AD30,4,AD30,4,402,0x20,xbank
8D30,5,secondary,8594,5,8594,5,402,0x20,xbank
AD30,5,standalone,AD30,5,AD30,5,402,0x20,xbank
8D30,6,secondary,8CFA,6,8CFA,6,402,0x20,xbank
AD30,6,standalone,AD30,6,AD30,6,402,0x20,xbank
CC71,7,standalone,CC71,7,C004,7,442,0x27,control|ptr_scan|table_run|xbank
8C71,0,standalone,8C71,0,8C71,0,442,0x20,xbank
AC71,0,standalone,AC71,0,AC71,0,442,0x20,xbank
8C71,1,standalone,8C71,1,8C71,1,442,0x20,xbank
AC71,1,standalone,AC71,1,AC71,1,442,0x20,xbank
8C71,2,standalone,8C71,2,8C71,2,442,0x20,xbank
AC71,2,standalone,AC71,2,AC71,2,442,0x20,xbank
8C71,3,standalone,8C71,3,8C71,3,442,0x20,xbank
AC71,3,standalone,AC71,3,AC71,3,442,0x20,xbank
8C71,4,standalone,8C71,4,8C71,4,442,0x20,xbank
AC71,4,standalone,AC71,4,AC71,4,442,0x20,xbank
8C71,5,standalone,8C71,5,8C71,5,442,0x20,xbank
AC71,5,standalone,AC71,5,AC71,5,442,0x20,xbank
8C71,6,standalone,8C71,6,8C71,6,442,0x20,xbank
AC71,6,standalone,AC71,6,AC71,6,442,0x20,xbank
CCDA,7,standalone,CCDA,7,C004,7,220,0x27,control|ptr_scan|table_run|xbank
8CDA,0,standalone,8CDA,0,8CDA,0,220,0x20,xbank
ACDA,0,standalone,ACDA,0,ACDA,0,220,0x20,xbank
8CDA,1,standalone,8CDA,1,8CDA,1,220,0x20,xbank
ACDA,1,standalone,ACDA,1,ACDA,1,220,0x20,xbank
8CDA,2,standalone,8CDA,2,8CDA,2,220,0x20,xbank
ACDA,2,standalone,ACDA,2,ACDA,2,220,0x20,xbank
8CDA,3,standalone,8CDA,3,8CDA,3,220,0x20,xbank
ACDA,3,standalone,ACDA,3,ACDA,3,220,0x20,xbank
8CDA,4,standalone,8CDA,4,8CDA,4,220,0x20,xbank
ACDA,4,standalone,ACDA,4,ACDA,4,220,0x20,xbank
8CDA,5,standalone,8CDA,5,8CDA,5,220,0x20,xbank
ACDA,5,secondary,ACD1,5,ACD1,5,220,0x20,xbank
8CDA,6,standalone,8CDA,6,8CDA,6,220,0x20,xbank
ACDA,6,standalone,ACDA,6,ACDA,6,220,0x20,xbank
CD7D,7,standalone,CD7D,7,CD7D,7,182,0x23,control|ptr_scan|xbank
8D7D,0,standalone,8D7D,0,8D7D,0,182,0x20,xbank
AD7D,0,standalone,AD7D,0,AD7D,0,182,0x20,xbank
8D7D,1,standalone,8D7D,1,8D7D,1,182,0x20,xbank
AD7D,1,standalone,AD7D,1,AD7D,1,182,0x20,xbank
8D7D,2,standalone,8D7D,2,8D7D,2,182,0x20,xbank
AD7D,2,standalone,AD7D,2,AD7D,2,182,0x20,xbank
8D7D,3,standalone,8D7D,3,8D7D,3,182,0x20,xbank
AD7D,3,standalone,AD7D,3,AD7D,3,182,0x20,xbank
8D7D,4,standalone,8D7D,4,8D7D,4,182,0x20,xbank
AD7D,4,standalone,AD7D,4,AD7D,4,182,0x20,xbank
8D7D,5,secondary,8594,5,8594,5,182,0x20,xbank
AD7D,5,secondary,AD69,5,AD69,5,182,0x20,xbank
8D7D,6,standalone,8D7D,6,8D7D,6,182,0x20,xbank
AD7D,6,standalone,AD7D,6,AD7D,6,182,0x20,xbank
CDE7,7,standalone,CDE7,7,CDE7,7,180,0x23,control|ptr_scan|xbank
CD5F,7,standalone,CD5F,7,C004,7,180,0x23,control|ptr_scan|xbank
8D5F,0,standalone,8D5F,0,8D5F,0,180,0x20,xbank
AD5F,0,standalone,AD5F,0,AD5F,0,180,0x20,xbank
8D5F,1,standalone,8D5F,1,8D5F,1,180,0x20,xbank
AD5F,1,standalone,AD5F,1,AD5F,1,180,0x20,xbank
8D5F,2,standalone,8D5F,2,8D5F,2,180,0x20,xbank
AD5F,2,standalone,AD5F,2,AD5F,2,180,0x20,xbank
8D5F,3,standalone,8D5F,3,8D5F,3,180,0x20,xbank
AD5F,3,standalone,AD5F,3,AD5F,3,180,0x20,xbank
8D5F,4,standalone,8D5F,4,8D5F,4,180,0x20,xbank
AD5F,4,standalone,AD5F,4,AD5F,4,180,0x20,xbank
8D5F,5,secondary,8594,5,8594,5,180,0x20,xbank
AD5F,5,standalone,AD5F,5,AD5F,5,180,0x20,xbank
8D5F,6,standalone,8D5F,6,8D5F,6,180,0x20,xbank
AD5F,6,standalone,AD5F,6,AD5F,6,180,0x20,xbank
E11E,7,standalone,E11E,7,D0F5,7,5,0x03,control|ptr_scan
9C75,3,standalone,9C75,3,9C75,3,2,0x20,xbank
F524,7,standalone,F524,7,F524,7,14,0x20,xbank
9CB6,3,standalone,9CB6,3,9CB6,3,1,0x20,xbank
BCE1,4,standalone,BCE1,4,BCE1,4,108,0x21,control|xbank
BD1D,4,standalone,BD1D,4,BD1D,4,108,0x25,control|table_run|xbank
BD26,4,standalone,BD26,4,BD26,4,109,0x25,control|table_run|xbank
BD7F,4,standalone,BD7F,4,BD7F,4,102,0x25,control|table_run|xbank
BDD0,4,standalone,BDD0,4,BDD0,4,98,0x25,control|table_run|xbank
BDD6,4,standalone,BDD6,4,BDD6,4,98,0x25,control|table_run|xbank
BE28,4,standalone,BE28,4,BE28,4,98,0x25,control|table_run|xbank
BDC9,4,standalone,BDC9,4,BDC9,4,98,0x25,control|table_run|xbank
BDDC,4,standalone,BDDC,4,BDDC,4,99,0x25,control|table_run|xbank
BE42,4,standalone,BE42,4,BE42,4,100,0x25,control|table_run|xbank
BDE7,4,standalone,BDE7,4,BDE7,4,201,0x25,control|table_run|xbank
BDF4,4,standalone,BDF4,4,BDF4,4,201,0x25,control|table_run|xbank
BE01,4,standalone,BE01,4,BE01,4,101,0x25,control|table_run|xbank
BE07,4,standalone,BE07,4,BE07,4,101,0x25,control|table_run|xbank
BE0E,4,standalone,BE0E,4,BE0E,4,101,0x25,control|table_run|xbank
BE9A,4,standalone,BE9A,4,BE9A,4,102,0x25,control|table_run|xbank
BC9D,5,standalone,BC9D,5,B212,5,1,0x20,xbank
BCE1,5,standalone,BCE1,5,BCC4,5,7,0x25,control|table_run|xbank
9AD3,5,standalone,9AD3,5,9483,5,86,0x25,control|table_run|xbank
BAD3,5,standalone,BAD3,5,B212,5,86,0x25,control|table_run|xbank
BCE3,5,standalone,BCE3,5,BCC4,5,8,0x25,control|table_run|xbank
9B59,5,standalone,9B59,5,9483,5,32,0x25,control|table_run|xbank
BB59,5,standalone,BB59,5,BB59,5,32,0x25,control|table_run|xbank
98CE,5,standalone,98CE,5,9483,5,68,0x25,control|table_run|xbank
B8CE,5,standalone,B8CE,5,B8A0,5,58,0x25,control|table_run|xbank
B9B7,5,standalone,B9B7,5,B212,5,33,0x25,control|table_run|xbank
9224,5,standalone,9224,5,8594,5,37,0x25,control|table_run|xbank
B224,5,standalone,B224,5,B224,5,37,0x25,control|table_run|xbank
BDDE,5,standalone,BDDE,5,BCC4,5,11,0x25,control|table_run|xbank
E9EA,7,standalone,E9EA,7,E9EA,7,384,0x27,control|ptr_scan|table_run|xbank
AC4D,5,standalone,AC4D,5,AC4B,5,9,0x25,control|table_run|xbank
BF91,5,standalone,BF91,5,BCC4,5,8,0x25,control|table_run|xbank
E4E3,7,standalone,E4E3,7,E4E3,7,468,0x27,control|ptr_scan|table_run|xbank
BF12,5,standalone,BF12,5,BCC4,5,8,0x25,control|table_run|xbank
BF51,5,standalone,BF51,5,BCC4,5,8,0x25,control|table_run|xbank
EA13,7,standalone,EA13,7,EA13,7,143,0x27,control|ptr_scan|table_run|xbank
C015,7,standalone,C015,7,C015,7,55,0x27,control|ptr_scan|table_run|xbank
AB21,3,standalone,AB21,3,AB21,3,1,0x20,xbank
9790,4,standalone,9790,4,9790,4,14,0x24,table_run|xbank
9522,4,standalone,9522,4,9522,4,31,0x24,table_run|xbank
8050,4,standalone,8050,4,8050,4,86,0x25,control|table_run|xbank
E7D0,7,standalone,E7D0,7,E7D0,7,2,0x24,table_run|xbank
AB7B,5,standalone,AB7B,5,AB7B,5,13,0x25,control|table_run|xbank
ACE9,6,standalone,ACE9,6,ACE9,6,14,0x24,table_run|xbank
AE27,6,standalone,AE27,6,AE27,6,20,0x24,table_run|xbank
AE32,6,standalone,AE32,6,AE32,6,20,0x24,table_run|xbank
AE37,6,standalone,AE37,6,AE37,6,21,0x24,table_run|xbank
AE92,6,standalone,AE92,6,AE92,6,24,0x24,table_run|xbank
AED2,6,standalone,AED2,6,AED2,6,24,0x24,table_run|xbank
B42B,6,standalone,B42B,6,B42B,6,40,0x24,table_run|xbank
B43B,6,standalone,B43B,6,B43B,6,41,0x24,table_run|xbank
B453,6,standalone,B453,6,B453,6,43,0x24,table_run|xbank
B45E,6,standalone,B45E,6,B45E,6,43,0x24,table_run|xbank
B4C3,6,standalone,B4C3,6,B4C3,6,46,0x24,table_run|xbank
B51F,6,standalone,B51F,6,B51F,6,46,0x24,table_run|xbank
